<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.05	12:00:00	0.99467	0.99508	0.98914	0.99108	31189	0	14
2022.10.05	16:00:00	0.99107	0.99135	0.98341	0.98625	44911	0	14
2022.10.05	20:00:00	0.98624	0.98962	0.98594	0.98847	22547	0	14
2022.10.06	00:00:00	0.98821	0.99256	0.98724	0.99162	10809	0	14
2022.10.06	04:00:00	0.99165	0.99257	0.99024	0.99203	13859	0	14
2022.10.06	08:00:00	0.99205	0.99252	0.98745	0.98878	34329	0	14
2022.10.06	12:00:00	0.98880	0.99020	0.98551	0.98680	37200	0	14
2022.10.06	16:00:00	0.98679	0.98697	0.97874	0.98018	49949	0	14
2022.10.06	20:00:00	0.98017	0.98162	0.97890	0.97896	28020	0	14
2022.10.07	00:00:00	0.97912	0.97970	0.97859	0.97925	8453	0	14
2022.10.07	04:00:00	0.97926	0.98111	0.97859	0.97910	12023	0	14
2022.10.07	08:00:00	0.97911	0.98161	0.97650	0.98009	30002	0	14
2022.10.07	12:00:00	0.98010	0.98104	0.97255	0.97494	31713	0	14
2022.10.07	16:00:00	0.97493	0.97904	0.97411	0.97603	49605	0	14
2022.10.07	20:00:00	0.97604	0.97686	0.97301	0.97373	19089	0	14
2022.10.10	00:00:00	0.97287	0.97407	0.97241	0.97371	8313	0	14
2022.10.10	04:00:00	0.97372	0.97527	0.97318	0.97391	14689	0	14
2022.10.10	08:00:00	0.97392	0.97428	0.96811	0.96877	28268	0	14
2022.10.10	12:00:00	0.96878	0.97185	0.96864	0.97139	28928	0	14
2022.10.10	16:00:00	0.97138	0.97450	0.96847	0.96912	42338	0	14
2022.10.10	20:00:00	0.96912	0.97233	0.96847	0.97053	23287	0	14
2022.10.11	00:00:00	0.97035	0.97221	0.96981	0.97197	9787	0	14
2022.10.11	04:00:00	0.97196	0.97207	0.96699	0.96764	23114	0	14
2022.10.11	08:00:00	0.96763	0.97241	0.96741	0.97070	36054	0	14
2022.10.11	12:00:00	0.97075	0.97372	0.96913	0.97193	33504	0	14
2022.10.11	16:00:00	0.97194	0.97739	0.96901	0.97647	42646	0	1
2022.10.11	20:00:00	0.97648	0.97660	0.96931	0.97027	28398	0	14
2022.10.12	00:00:00	0.97045	0.97172	0.96897	0.97025	11557	0	14
2022.10.12	04:00:00	0.97024	0.97340	0.96820	0.97141	23792	0	14
2022.10.12	08:00:00	0.97143	0.97323	0.96952	0.97031	37058	0	14
2022.10.12	12:00:00	0.97030	0.97194	0.96869	0.97047	32786	0	14
2022.10.12	16:00:00	0.97048	0.97105	0.96671	0.96829	41315	0	14
2022.10.12	20:00:00	0.96829	0.97193	0.96801	0.97026	23348	0	14
2022.10.13	00:00:00	0.97024	0.97214	0.96969	0.97137	7526	0	14
2022.10.13	04:00:00	0.97141	0.97141	0.96943	0.97033	13127	0	14
2022.10.13	08:00:00	0.97033	0.97135	0.96847	0.97134	23526	0	14
2022.10.13	12:00:00	0.97131	0.97525	0.96310	0.96677	43806	0	14
2022.10.13	16:00:00	0.96676	0.97983	0.96447	0.97738	72456	0	14
2022.10.13	20:00:00	0.97737	0.98054	0.97676	0.97767	32873	0	14
2022.10.14	00:00:00	0.97749	0.97780	0.97612	0.97673	9376	0	14
2022.10.14	04:00:00	0.97676	0.98081	0.97671	0.97812	19390	0	14
2022.10.14	08:00:00	0.97811	0.97964	0.97442	0.97497	35746	0	14
2022.10.14	12:00:00	0.97498	0.97762	0.97084	0.97724	40324	0	14
2022.10.14	16:00:00	0.97725	0.97990	0.97067	0.97170	60150	0	14
2022.10.14	20:00:00	0.97169	0.97313	0.97132	0.97241	22927	0	14
2022.10.17	00:00:00	0.97315	0.97501	0.97304	0.97450	9925	0	14
2022.10.17	04:00:00	0.97454	0.97518	0.97320	0.97361	17115	0	14
2022.10.17	08:00:00	0.97360	0.97564	0.97194	0.97379	35970	0	14
2022.10.17	12:00:00	0.97380	0.97842	0.97290	0.97747	32151	0	14
2022.10.17	16:00:00	0.97748	0.98515	0.97719	0.98385	38429	0	14
2022.10.17	20:00:00	0.98386	0.98502	0.98317	0.98436	19302	0	14
2022.10.18	00:00:00	0.98424	0.98520	0.98361	0.98405	10282	0	14
2022.10.18	04:00:00	0.98404	0.98654	0.98226	0.98567	20368	0	14
2022.10.18	08:00:00	0.98568	0.98731	0.98240	0.98282	35344	0	14
2022.10.18	12:00:00	0.98280	0.98572	0.98119	0.98537	35278	0	14
2022.10.18	16:00:00	0.98538	0.98749	0.98206	0.98552	43691	0	14
2022.10.18	20:00:00	0.98551	0.98631	0.98409	0.98582	24656	0	14
2022.10.19	00:00:00	0.98595	0.98718	0.98527	0.98606	10890	0	14
2022.10.19	04:00:00	0.98605	0.98635	0.98366	0.98393	16653	0	14
2022.10.19	08:00:00	0.98394	0.98434	0.98120	0.98162	34109	0	14
2022.10.19	12:00:00	0.98163	0.98234	0.97588	0.97792	34701	0	14
2022.10.19	16:00:00	0.97794	0.98020	0.97643	0.97651	39673	0	14
2022.10.19	20:00:00	0.97652	0.97779	0.97569	0.97721	21990	0	14
2022.10.20	00:00:00	0.97736	0.97755	0.97578	0.97642	9094	0	14
2022.10.20	04:00:00	0.97643	0.97851	0.97540	0.97777	20602	0	14
2022.10.20	08:00:00	0.97775	0.97940	0.97708	0.97810	35347	0	14
2022.10.20	12:00:00	0.97813	0.98366	0.97723	0.98020	36760	0	14
2022.10.20	16:00:00	0.98023	0.98446	0.97792	0.98020	46140	0	14
2022.10.20	20:00:00	0.98019	0.98020	0.97726	0.97867	22739	0	14
2022.10.21	00:00:00	0.97856	0.97882	0.97673	0.97703	9136	0	14
2022.10.21	04:00:00	0.97705	0.97827	0.97639	0.97704	15759	0	14
2022.10.21	08:00:00	0.97703	0.98018	0.97522	0.97553	31371	0	14
2022.10.21	12:00:00	0.97555	0.97765	0.97043	0.97574	38303	0	14
2022.10.21	16:00:00	0.97573	0.98672	0.97510	0.98384	84141	0	14
2022.10.21	20:00:00	0.98383	0.98684	0.98234	0.98624	32074	0	14
2022.10.24	00:00:00	0.98459	0.98885	0.98306	0.98488	22186	0	14
2022.10.24	04:00:00	0.98487	0.98487	0.98246	0.98473	23160	0	14
2022.10.24	08:00:00	0.98472	0.98613	0.98159	0.98342	39531	0	14
2022.10.24	12:00:00	0.98344	0.98572	0.98064	0.98426	41781	0	14
2022.10.24	16:00:00	0.98427	0.98931	0.98262	0.98700	54299	0	14
2022.10.24	20:00:00	0.98700	0.98802	0.98676	0.98745	13573	0	14
2022.10.25	00:00:00	0.98727	0.98966	0.98663	0.98936	12466	0	14
2022.10.25	04:00:00	0.98937	0.98979	0.98769	0.98782	20977	0	14
2022.10.25	08:00:00	0.98781	0.98795	0.98521	0.98564	27716	0	14
2022.10.25	12:00:00	0.98565	0.98750	0.98478	0.98739	27414	0	14
2022.10.25	16:00:00	0.98736	0.99762	0.98726	0.99529	48004	0	14
2022.10.25	20:00:00	0.99530	0.99690	0.99501	0.99668	18702	0	14
2022.10.26	00:00:00	0.99661	0.99672	0.99427	0.99467	10434	0	14
2022.10.26	04:00:00	0.99468	0.99603	0.99445	0.99541	15713	0	14
2022.10.26	08:00:00	0.99540	1.00447	0.99511	1.00376	36736	0	14
2022.10.26	12:00:00	1.00374	1.00470	0.99952	1.00039	37986	0	14
2022.10.26	16:00:00	1.00039	1.00829	1.00012	1.00758	45874	0	14
2022.10.26	20:00:00	1.00757	1.00880	1.00663	1.00829	19008	0	14
2022.10.27	00:00:00	1.00849	1.00929	1.00707	1.00777	9465	0	14
2022.10.27	04:00:00	1.00778	1.00835	1.00614	1.00700	14866	0	14
2022.10.27	08:00:00	1.00700	1.00832	1.00537	1.00595	29692	0	14
2022.10.27	12:00:00	1.00596	1.00621	0.99830	1.00057	38379	0	14
2022.10.27	16:00:00	1.00059	1.00430	0.99697	0.99771	54932	0	14
2022.10.27	20:00:00	0.99773	0.99949	0.99569	0.99632	20227	0	14
2022.10.28	00:00:00	0.99631	0.99715	0.99575	0.99660	6686	0	14
2022.10.28	04:00:00	0.99661	0.99975	0.99637	0.99843	18009	0	14
2022.10.28	08:00:00	0.99843	0.99906	0.99260	0.99403	34526	0	14
2022.10.28	12:00:00	0.99409	0.99750	0.99346	0.99686	35722	0	14
2022.10.28	16:00:00	0.99688	0.99890	0.99282	0.99377	44610	0	14
2022.10.28	20:00:00	0.99378	0.99669	0.99335	0.99647	12220	0	14
2022.10.31	00:00:00	0.99563	0.99643	0.99527	0.99586	5584	0	14
2022.10.31	04:00:00	0.99585	0.99651	0.99426	0.99601	11231	0	14
2022.10.31	08:00:00	0.99601	0.99611	0.99135	0.99226	19298	0	14
2022.10.31	12:00:00	0.99224	0.99481	0.99067	0.99082	25828	0	14
2022.10.31	16:00:00	0.99081	0.99149	0.98723	0.98749	34202	0	14
2022.10.31	20:00:00	0.98748	0.98953	0.98724	0.98821	14955	0	14
2022.11.01	00:00:00	0.98789	0.98895	0.98789	0.98847	4699	0	14
2022.11.01	04:00:00	0.98845	0.99075	0.98837	0.99045	15300	0	14
2022.11.01	08:00:00	0.99044	0.99473	0.99037	0.99220	25073	0	14
2022.11.01	12:00:00	0.99221	0.99471	0.99146	0.99399	23970	0	14
2022.11.01	16:00:00	0.99400	0.99531	0.98524	0.98607	48803	0	14
2022.11.01	20:00:00	0.98606	0.98854	0.98573	0.98735	14284	0	14
2022.11.02	00:00:00	0.98756	0.98871	0.98701	0.98868	8904	0	14
2022.11.02	04:00:00	0.98867	0.98991	0.98783	0.98837	14319	0	14
2022.11.02	08:00:00	0.98837	0.99062	0.98704	0.98993	20281	0	14
2022.11.02	12:00:00	0.98994	0.99113	0.98838	0.99056	24387	0	14
2022.11.02	16:00:00	0.99053	0.99143	0.98581	0.98668	28901	0	14
2022.11.02	20:00:00	0.98667	0.99753	0.98126	0.98126	48134	0	14
2022.11.03	00:00:00	0.98157	0.98311	0.98093	0.98204	7863	0	14
2022.11.03	04:00:00	0.98205	0.98390	0.98194	0.98339	14348	0	14
2022.11.03	08:00:00	0.98341	0.98354	0.97605	0.97670	25148	0	14
2022.11.03	12:00:00	0.97669	0.97697	0.97293	0.97404	37181	0	14
2022.11.03	16:00:00	0.97403	0.97942	0.97346	0.97474	46734	0	14
2022.11.03	20:00:00	0.97473	0.97609	0.97418	0.97482	15914	0	14
2022.11.04	00:00:00	0.97504	0.97596	0.97420	0.97523	9056	0	14
2022.11.04	04:00:00	0.97524	0.97879	0.97476	0.97858	13137	0	14
2022.11.04	08:00:00	0.97857	0.97959	0.97562	0.97732	26014	0	14
2022.11.04	12:00:00	0.97733	0.98504	0.97504	0.98466	36820	0	14
2022.11.04	16:00:00	0.98463	0.99402	0.98388	0.99144	59904	0	14
2022.11.04	20:00:00	0.99145	0.99660	0.99126	0.99588	25308	0	14
2022.11.07	00:00:00	0.99322	0.99465	0.99176	0.99321	7683	0	14
2022.11.07	04:00:00	0.99322	0.99443	0.99171	0.99383	17048	0	14
2022.11.07	08:00:00	0.99384	0.99894	0.99234	0.99859	27929	0	14
2022.11.07	12:00:00	0.99857	1.00064	0.99652	0.99866	29196	0	14
2022.11.07	16:00:00	0.99866	1.00053	0.99750	0.99961	43945	0	14
2022.11.07	20:00:00	0.99960	1.00336	0.99932	1.00232	18042	0	14
2022.11.08	00:00:00	1.00216	1.00305	1.00147	1.00266	5863	0	14
2022.11.08	04:00:00	1.00267	1.00270	1.00028	1.00053	10629	0	14
2022.11.08	08:00:00	1.00055	1.00070	0.99779	0.99821	21899	0	14
2022.11.08	12:00:00	0.99820	1.00090	0.99714	0.99930	22982	0	14
2022.11.08	16:00:00	0.99931	1.00934	0.99911	1.00870	35368	0	14
2022.11.08	20:00:00	1.00869	1.00957	1.00535	1.00736	27025	0	14
2022.11.09	00:00:00	1.00710	1.00845	1.00612	1.00631	8592	0	14
2022.11.09	04:00:00	1.00634	1.00876	1.00586	1.00687	14711	0	14
2022.11.09	08:00:00	1.00686	1.00845	1.00555	1.00686	24206	0	14
2022.11.09	12:00:00	1.00687	1.00702	1.00332	1.00492	30809	0	14
2022.11.09	16:00:00	1.00489	1.00857	1.00104	1.00358	49167	0	14
2022.11.09	20:00:00	1.00357	1.00419	0.99921	1.00110	27006	0	14
2022.11.10	00:00:00	1.00080	1.00263	1.00025	1.00204	6119	0	14
2022.11.10	04:00:00	1.00205	1.00286	1.00097	1.00281	12578	0	14
2022.11.10	08:00:00	1.00281	1.00422	0.99855	0.99904	24045	0	14
2022.11.10	12:00:00	0.99903	0.99910	0.99349	0.99484	30880	0	14
2022.11.10	16:00:00	0.99482	1.01847	0.99417	1.01740	70606	0	14
2022.11.10	20:00:00	1.01741	1.01935	1.01281	1.01916	28795	0	14
2022.11.11	00:00:00	1.02139	1.02211	1.01752	1.01844	12970	0	14
2022.11.11	04:00:00	1.01845	1.01974	1.01625	1.01915	20329	0	14
2022.11.11	08:00:00	1.01915	1.02731	1.01887	1.02695	35177	0	14
2022.11.11	12:00:00	1.02696	1.03132	1.02400	1.03083	39767	0	14
2022.11.11	16:00:00	1.03082	1.03381	1.02653	1.03323	49098	0	14
2022.11.11	20:00:00	1.03322	1.03633	1.03284	1.03584	23781	0	14
2022.11.14	00:00:00	1.03211	1.03357	1.03138	1.03322	11429	0	14
2022.11.14	04:00:00	1.03323	1.03493	1.03048	1.03117	23651	0	14
2022.11.14	08:00:00	1.03116	1.03501	1.02973	1.03439	27097	0	14
2022.11.14	12:00:00	1.03438	1.03441	1.02708	1.03333	33132	0	14
2022.11.14	16:00:00	1.03335	1.03503	1.02967	1.03351	44700	0	14
2022.11.14	20:00:00	1.03351	1.03579	1.03313	1.03351	21389	0	14
2022.11.15	00:00:00	1.03299	1.03311	1.03119	1.03182	7541	0	14
2022.11.15	04:00:00	1.03183	1.03279	1.03116	1.03205	14917	0	14
2022.11.15	08:00:00	1.03205	1.04174	1.03189	1.04067	31437	0	14
2022.11.15	12:00:00	1.04065	1.04366	1.03880	1.04065	34747	0	14
2022.11.15	16:00:00	1.04066	1.04801	1.03601	1.03707	63251	0	14
2022.11.15	20:00:00	1.03708	1.03881	1.02796	1.03529	55389	0	14
2022.11.16	00:00:00	1.03531	1.03607	1.03351	1.03437	13863	0	14
2022.11.16	04:00:00	1.03436	1.03863	1.03302	1.03447	27455	0	14
2022.11.16	08:00:00	1.03447	1.04199	1.03402	1.04053	35934	0	14
2022.11.16	12:00:00	1.04053	1.04378	1.04034	1.04188	31227	0	14
2022.11.16	16:00:00	1.04187	1.04223	1.03718	1.03937	48321	0	14
2022.11.16	20:00:00	1.03938	1.04040	1.03541	1.03990	25153	0	14
2022.11.17	00:00:00	1.03966	1.03977	1.03849	1.03859	8556	0	14
2022.11.17	04:00:00	1.03860	1.03906	1.03591	1.03704	15119	0	14
2022.11.17	08:00:00	1.03705	1.04058	1.03680	1.03856	22577	0	14
2022.11.17	12:00:00	1.03855	1.03867	1.03205	1.03319	35057	0	14
2022.11.17	16:00:00	1.03315	1.03530	1.03045	1.03384	44737	0	14
2022.11.17	20:00:00	1.03386	1.03688	1.03363	1.03650	20183	0	14
2022.11.18	00:00:00	1.03674	1.03733	1.03566	1.03707	8739	0	14
2022.11.18	04:00:00	1.03706	1.03903	1.03605	1.03643	14602	0	14
2022.11.18	08:00:00	1.03644	1.03854	1.03418	1.03562	23878	0	14
2022.11.18	12:00:00	1.03561	1.03953	1.03478	1.03606	27176	0	14
2022.11.18	16:00:00	1.03605	1.03860	1.03256	1.03477	35475	0	14
2022.11.18	20:00:00	1.03476	1.03487	1.03194	1.03230	18229	0	14
2022.11.21	00:00:00	1.03274	1.03326	1.03104	1.03155	5202	0	14
2022.11.21	04:00:00	1.03156	1.03180	1.02761	1.02804	15367	0	14
2022.11.21	08:00:00	1.02805	1.02863	1.02495	1.02540	25229	0	14
2022.11.21	12:00:00	1.02541	1.02581	1.02254	1.02391	28028	0	14
2022.11.21	16:00:00	1.02392	1.02621	1.02313	1.02368	30546	0	14
2022.11.21	20:00:00	1.02367	1.02477	1.02221	1.02431	18250	0	14
2022.11.22	00:00:00	1.02401	1.02543	1.02365	1.02527	7664	0	14
2022.11.22	04:00:00	1.02528	1.02677	1.02506	1.02596	12934	0	14
2022.11.22	08:00:00	1.02598	1.02809	1.02452	1.02709	21917	0	14
2022.11.22	12:00:00	1.02708	1.02903	1.02554	1.02706	26048	0	14
2022.11.22	16:00:00	1.02707	1.02879	1.02533	1.02742	29509	0	14
2022.11.22	20:00:00	1.02741	1.03075	1.02706	1.03027	12485	0	14
2022.11.23	00:00:00	1.03020	1.03204	1.02999	1.03047	5782	0	14
2022.11.23	04:00:00	1.03051	1.03241	1.02999	1.03163	9449	0	14
2022.11.23	08:00:00	1.03164	1.03481	1.03102	1.03128	19678	0	14
2022.11.23	12:00:00	1.03130	1.03290	1.02957	1.03227	22440	0	14
2022.11.23	16:00:00	1.03228	1.03833	1.03165	1.03628	42430	0	14
2022.11.23	20:00:00	1.03627	1.04045	1.03562	1.04017	27237	0	14
2022.11.24	00:00:00	1.03994	1.04187	1.03918	1.04145	8379	0	14
2022.11.24	04:00:00	1.04146	1.04479	1.04107	1.04458	12050	0	14
2022.11.24	08:00:00	1.04458	1.04461	1.03993	1.04054	21145	0	14
2022.11.24	12:00:00	1.04056	1.04284	1.03809	1.04115	25556	0	14
2022.11.24	16:00:00	1.04114	1.04270	1.04014	1.04063	23418	0	14
2022.11.24	20:00:00	1.04064	1.04135	1.04005	1.04090	4878	0	14
2022.11.25	00:00:00	1.04090	1.04117	1.03954	1.04051	5884	0	14
2022.11.25	04:00:00	1.04052	1.04286	1.04030	1.04208	12867	0	14
2022.11.25	08:00:00	1.04208	1.04271	1.04065	1.04219	18318	0	14
2022.11.25	12:00:00	1.04220	1.04276	1.03752	1.03780	23931	0	14
2022.11.25	16:00:00	1.03781	1.04110	1.03540	1.04004	29290	0	14
2022.11.25	20:00:00	1.04004	1.04139	1.03962	1.04114	16874	0	14
2022.11.28	00:00:00	1.03789	1.03833	1.03648	1.03776	6781	0	14
2022.11.28	04:00:00	1.03777	1.03798	1.03406	1.03614	17606	0	14
2022.11.28	08:00:00	1.03614	1.04401	1.03461	1.04387	25588	0	14
2022.11.28	12:00:00	1.04386	1.04962	1.04323	1.04722	31727	0	14
2022.11.28	16:00:00	1.04723	1.04761	1.03755	1.03845	37917	0	14
2022.11.28	20:00:00	1.03846	1.03877	1.03296	1.03330	21163	0	14
2022.11.29	00:00:00	1.03356	1.03500	1.03349	1.03396	7655	0	14
2022.11.29	04:00:00	1.03397	1.03937	1.03335	1.03922	17520	0	14
2022.11.29	08:00:00	1.03923	1.03925	1.03501	1.03825	29119	0	14
2022.11.29	12:00:00	1.03825	1.03928	1.03552	1.03748	25612	0	14
2022.11.29	16:00:00	1.03749	1.03836	1.03241	1.03546	41256	0	14
2022.11.29	20:00:00	1.03547	1.03549	1.03194	1.03245	21561	0	14
2022.11.30	00:00:00	1.03244	1.03427	1.03180	1.03424	9250	0	14
2022.11.30	04:00:00	1.03423	1.03595	1.03352	1.03552	11511	0	14
2022.11.30	08:00:00	1.03554	1.03695	1.03351	1.03679	18222	0	14
2022.11.30	12:00:00	1.03678	1.03806	1.03459	1.03678	22872	0	14
2022.11.30	16:00:00	1.03676	1.03992	1.02895	1.03209	46104	0	14
2022.11.30	20:00:00	1.03211	1.04281	1.03040	1.04172	44411	0	14
2022.12.01	00:00:00	1.04074	1.04387	1.03990	1.04374	11306	0	14
2022.12.01	04:00:00	1.04373	1.04471	1.04183	1.04386	14654	0	14
2022.12.01	08:00:00	1.04386	1.04633	1.03923	1.04436	28781	0	14
2022.12.01	12:00:00	1.04437	1.04541	1.04171	1.04442	26581	0	14
2022.12.01	16:00:00	1.04441	1.05332	1.04341	1.04966	52116	0	14
2022.12.01	20:00:00	1.04964	1.05298	1.04690	1.05257	30052	0	14
2022.12.02	00:00:00	1.05223	1.05388	1.05065	1.05095	8741	0	14
2022.12.02	04:00:00	1.05092	1.05254	1.05044	1.05227	13516	0	14
2022.12.02	08:00:00	1.05226	1.05443	1.05123	1.05350	24749	0	14
2022.12.02	12:00:00	1.05349	1.05440	1.05148	1.05370	24539	0	14
2022.12.02	16:00:00	1.05374	1.05403	1.04275	1.05191	56918	0	14
2022.12.02	20:00:00	1.05192	1.05396	1.05099	1.05325	21745	0	14
2022.12.05	00:00:00	1.05379	1.05473	1.05300	1.05421	6400	0	14
2022.12.05	04:00:00	1.05423	1.05827	1.05409	1.05806	13135	0	14
2022.12.05	08:00:00	1.05806	1.05843	1.05296	1.05538	20214	0	14
2022.12.05	12:00:00	1.05536	1.05943	1.05191	1.05892	25322	0	14
2022.12.05	16:00:00	1.05892	1.05932	1.04897	1.04925	40924	0	14
2022.12.05	20:00:00	1.04925	1.05153	1.04796	1.04895	19472	0	14
2022.12.06	00:00:00	1.04887	1.05106	1.04826	1.05098	6627	0	14
2022.12.06	04:00:00	1.05099	1.05183	1.04872	1.04902	13815	0	14
2022.12.06	08:00:00	1.04902	1.05089	1.04750	1.04898	23453	0	14
2022.12.06	12:00:00	1.04901	1.05322	1.04783	1.05248	25388	0	14
2022.12.06	16:00:00	1.05247	1.05281	1.04850	1.04948	37832	0	14
2022.12.06	20:00:00	1.04949	1.04967	1.04586	1.04706	18986	0	14
2022.12.07	00:00:00	1.04672	1.04692	1.04557	1.04606	5709	0	14
2022.12.07	04:00:00	1.04608	1.04758	1.04546	1.04628	11154	0	14
2022.12.07	08:00:00	1.04629	1.04796	1.04425	1.04774	23762	0	14
2022.12.07	12:00:00	1.04773	1.05386	1.04652	1.05358	25689	0	14
2022.12.07	16:00:00	1.05356	1.05491	1.04876	1.05030	46476	0	14
2022.12.07	20:00:00	1.05031	1.05279	1.04980	1.05101	20224	0	14
2022.12.08	00:00:00	1.05099	1.05147	1.05008	1.05014	6448	0	14
2022.12.08	04:00:00	1.05015	1.05068	1.04939	1.05004	12683	0	14
2022.12.08	08:00:00	1.05004	1.05300	1.04933	1.05260	18517	0	14
2022.12.08	12:00:00	1.05259	1.05262	1.04889	1.05179	20746	0	14
2022.12.08	16:00:00	1.05180	1.05643	1.05100	1.05507	37559	0	14
2022.12.08	20:00:00	1.05508	1.05628	1.05377	1.05539	20589	0	14
2022.12.09	00:00:00	1.05559	1.05630	1.05504	1.05594	7519	0	14
2022.12.09	04:00:00	1.05595	1.05848	1.05588	1.05755	13876	0	14
2022.12.09	08:00:00	1.05754	1.05876	1.05602	1.05604	17699	0	14
2022.12.09	12:00:00	1.05603	1.05680	1.05461	1.05553	19859	0	14
2022.12.09	16:00:00	1.05554	1.05655	1.05010	1.05488	45030	0	14
2022.12.09	20:00:00	1.05486	1.05550	1.05310	1.05345	16402	0	14
2022.12.12	00:00:00	1.05325	1.05344	1.05091	1.05127	5435	0	14
2022.12.12	04:00:00	1.05128	1.05197	1.05051	1.05157	10786	0	14
2022.12.12	08:00:00	1.05156	1.05507	1.05076	1.05444	19699	0	14
2022.12.12	12:00:00	1.05445	1.05736	1.05437	1.05548	20207	0	14
2022.12.12	16:00:00	1.05549	1.05794	1.05169	1.05435	30875	0	14
2022.12.12	20:00:00	1.05436	1.05478	1.05100	1.05338	18256	0	14
2022.12.13	00:00:00	1.05364	1.05472	1.05302	1.05440	5040	0	14
2022.12.13	04:00:00	1.05441	1.05535	1.05306	1.05407	12090	0	14
2022.12.13	08:00:00	1.05406	1.05601	1.05308	1.05469	19470	0	14
2022.12.13	12:00:00	1.05470	1.05518	1.05273	1.05478	20812	0	14
2022.12.13	16:00:00	1.05477	1.06727	1.05392	1.06289	62784	0	14
2022.12.13	20:00:00	1.06290	1.06404	1.06097	1.06301	31937	0	14
2022.12.14	00:00:00	1.06311	1.06377	1.06200	1.06354	9078	0	14
2022.12.14	04:00:00	1.06358	1.06384	1.06193	1.06234	9702	0	14
2022.12.14	08:00:00	1.06234	1.06439	1.06183	1.06415	21815	0	14
2022.12.14	12:00:00	1.06416	1.06714	1.06378	1.06448	27331	0	14
2022.12.14	16:00:00	1.06450	1.06609	1.06309	1.06535	34385	0	14
2022.12.14	20:00:00	1.06534	1.06947	1.06201	1.06835	53609	0	14
2022.12.15	00:00:00	1.06850	1.06865	1.06660	1.06786	8100	0	14
2022.12.15	04:00:00	1.06785	1.06796	1.06460	1.06471	10735	0	14
2022.12.15	08:00:00	1.06471	1.06602	1.06196	1.06212	20632	0	14
2022.12.15	12:00:00	1.06212	1.06273	1.06050	1.06222	26820	0	14
2022.12.15	16:00:00	1.06223	1.07357	1.06131	1.06362	58204	0	14
2022.12.15	20:00:00	1.06364	1.06378	1.05917	1.06258	23345	0	14
2022.12.16	00:00:00	1.06212	1.06425	1.06192	1.06402	6294	0	14
2022.12.16	04:00:00	1.06400	1.06617	1.06380	1.06455	14363	0	14
2022.12.16	08:00:00	1.06456	1.06622	1.06248	1.06551	20322	0	14
2022.12.16	12:00:00	1.06550	1.06568	1.06087	1.06210	23337	0	14
2022.12.16	16:00:00	1.06209	1.06479	1.05968	1.06086	41952	0	14
2022.12.16	20:00:00	1.06085	1.06185	1.05947	1.05995	18002	0	14
2022.12.19	00:00:00	1.05926	1.05990	1.05812	1.05986	7166	0	14
2022.12.19	04:00:00	1.05987	1.06124	1.05957	1.06058	10739	0	14
2022.12.19	08:00:00	1.06057	1.06473	1.06007	1.06416	17677	0	14
2022.12.19	12:00:00	1.06413	1.06573	1.06025	1.06056	27373	0	14
2022.12.19	16:00:00	1.06055	1.06280	1.05752	1.06228	33221	0	14
2022.12.19	20:00:00	1.06227	1.06304	1.05999	1.06056	20503	0	14
2022.12.20	00:00:00	1.06046	1.06123	1.05974	1.05996	6722	0	14
2022.12.20	04:00:00	1.05995	1.06511	1.05972	1.06065	35318	0	14
2022.12.20	08:00:00	1.06064	1.06337	1.05782	1.06328	44012	0	14
2022.12.20	12:00:00	1.06329	1.06454	1.06096	1.06128	31392	0	14
2022.12.20	16:00:00	1.06129	1.06578	1.05935	1.06346	42297	0	14
2022.12.20	20:00:00	1.06343	1.06374	1.05987	1.06171	19786	0	14
2022.12.21	00:00:00	1.06195	1.06285	1.06171	1.06198	8116	0	14
2022.12.21	04:00:00	1.06199	1.06253	1.06063	1.06075	12889	0	14
2022.12.21	08:00:00	1.06073	1.06368	1.06069	1.06337	18788	0	14
2022.12.21	12:00:00	1.06339	1.06360	1.06039	1.06297	23148	0	14
2022.12.21	16:00:00	1.06298	1.06445	1.05947	1.05971	34424	0	14
2022.12.21	20:00:00	1.05972	1.06194	1.05897	1.06135	19354	0	14
2022.12.22	00:00:00	1.06100	1.06120	1.06040	1.06062	4393	0	14
2022.12.22	04:00:00	1.06062	1.06455	1.06062	1.06439	11636	0	14
2022.12.22	08:00:00	1.06438	1.06589	1.06254	1.06355	16773	0	14
2022.12.22	12:00:00	1.06354	1.06557	1.06132	1.06361	21259	0	14
2022.12.22	16:00:00	1.06362	1.06369	1.05828	1.05865	37290	0	14
2022.12.22	20:00:00	1.05864	1.06026	1.05726	1.05948	19148	0	14
2022.12.23	00:00:00	1.05944	1.06035	1.05882	1.05886	6073	0	14
2022.12.23	04:00:00	1.05884	1.06116	1.05861	1.06050	12059	0	14
2022.12.23	08:00:00	1.06050	1.06299	1.05983	1.06042	14329	0	14
2022.12.23	12:00:00	1.06041	1.06262	1.05956	1.06203	15795	0	14
2022.12.23	16:00:00	1.06204	1.06323	1.05916	1.06199	42821	0	14
2022.12.23	20:00:00	1.06198	1.06293	1.06053	1.06156	13898	0	14
2022.12.27	00:00:00	1.06309	1.06452	1.06288	1.06418	4561	0	14
2022.12.27	04:00:00	1.06421	1.06598	1.06348	1.06449	9407	0	14
2022.12.27	08:00:00	1.06450	1.06672	1.06377	1.06512	13935	0	14
